1,000020,동화약품,20200709,15450,16050,15300,16050,1315716,+5.59
2,000040,KR모터스,20200709,717,719,705,707,487827,-1.26
3,000050,경방,20200709,12000,12000,11550,11600,28395,-2.93
4,000060,메리츠화재,20200709,12850,13000,12700,12750,281374,0.00
5,000070,삼양홀딩스,20200709,67100,71700,66600,70600,45693,+4.28
6,000075,삼양홀딩스우,20200709,48000,49150,46050,48600,7762,+2.53
7,000080,하이트진로,20200709,44050,44600,43200,43400,654442,-1.48
8,000087,하이트진로2우B,20200709,23150,23500,22800,23050,10381,-0.43
9,000100,유한양행,20200709,51400,51400,50800,50900,302062,0.00
10,000105,유한양행우,20200709,55200,55700,54300,55400,16699,+1.47
11,000120,CJ대한통운,20200709,164000,166500,162000,166000,48159,+1.84
12,000140,하이트진로홀딩스,20200709,22500,22500,21700,21900,30849,-1.79
13,000145,하이트진로홀딩스우,20200709,18250,18250,17700,17700,4991,-0.56
14,000150,두산,20200709,37300,37850,37100,37100,63109,-0.54
15,000155,두산우,20200709,36650,37200,36300,36350,19469,-0.82
16,000157,두산2우B,20200709,80400,81000,75000,79200,16223,+1.80
17,000180,성창기업지주,20200709,1655,1710,1620,1675,704890,+1.82
18,000210,대림산업,20200709,83300,85100,82900,82900,167005,-0.48
19,000215,대림산업우,20200709,38250,39000,37900,38050,12718,-0.39
20,000220,유유제약,20200709,13500,13950,13200,13650,238169,+1.11
21,000225,유유제약1우,20200709,9930,10500,9900,10200,73418,+2.62
22,000227,유유제약2우B,20200709,22550,22650,22050,22450,1418,+0.45
23,000230,일동홀딩스,20200709,9010,9010,8880,8900,3982,-0.11
24,000240,한국테크놀로지그룹,20200709,13700,13700,12850,12900,938084,-6.52
25,000270,기아차,20200709,32950,33250,32500,32500,1154644,-1.07
26,000300,대유플러스,20200709,621,626,616,619,554861,-0.48
27,000320,노루홀딩스,20200709,9060,9240,9060,9180,13463,0.00
28,000325,노루홀딩스우,20200709,18600,19200,18600,18850,955,+1.89
29,000370,한화손해보험,20200709,2710,2725,2680,2715,250301,+0.18
30,000390,삼화페인트,20200709,4850,4920,4850,4890,14761,+0.51
31,000400,롯데손해보험,20200709,1730,1755,1730,1740,254526,+0.58
32,000430,대원강업,20200709,3015,3065,2990,3020,14156,+0.17
33,000480,조선내화,20200709,72100,73100,72100,72900,1763,+1.11
34,000490,대동공업,20200709,6200,6220,6090,6150,100200,0.00
35,000500,가온전선,20200709,16500,16500,16200,16200,1287,-0.92
36,000520,삼일제약,20200709,18800,18800,18500,18600,38469,-1.06
37,000540,흥국화재,20200709,2305,2385,2305,2315,28333,-0.64
38,000545,흥국화재우,20200709,5730,6890,5700,6150,253019,+7.33
39,000547,흥국화재2우B,20200709,24950,27800,24650,25750,36732,+3.00
40,000590,CS홀딩스,20200709,63300,71500,60200,60600,53096,+1.00
41,000640,동아쏘시오홀딩스,20200709,98900,98900,97400,97500,12645,-1.42
42,000650,천일고속,20200709,62300,63100,61300,62500,6574,+1.96
43,000660,SK하이닉스,20200709,84200,84600,83000,83000,4002365,-0.84
44,000670,영풍,20200709,489500,491000,483000,486000,1831,-0.41
45,000680,LS네트웍스,20200709,2050,2150,2050,2095,80848,-0.71
46,000700,유수홀딩스,20200709,6130,6130,5980,6060,17971,+0.17
47,000720,현대건설,20200709,34600,34650,33800,34150,609351,-0.87
48,000725,현대건설우,20200709,340500,343000,251500,251500,51098,-18.61
49,000760,이화산업,20200709,14600,14900,14100,14200,4603,-3.40
50,000810,삼성화재,20200709,185500,187500,184500,185500,91334,0.00
51,000815,삼성화재우,20200709,126500,127500,125000,126000,13642,-0.40
52,000850,화천기공,20200709,30750,30750,30250,30550,1915,0.00
53,000860,강남제비스코,20200709,14400,14950,14350,14350,5838,0.00
54,000880,한화,20200709,23300,23600,22850,23350,704499,+3.78
55,000885,한화우,20200709,53000,64800,51500,64800,1658124,+29.86
56,00088K,한화3우B,20200709,11600,12050,11550,11800,211667,+2.16
57,000890,보해양조,20200709,800,802,789,792,609151,-0.38
58,000910,유니온,20200709,5420,5440,5220,5230,831975,-2.97
59,000950,전방,20200709,23700,23700,22300,23350,24014,+2.86
60,000970,한국주철관,20200709,8860,8930,8750,8880,69302,+0.23
61,000990,DB하이텍,20200709,29450,29500,29000,29100,617651,-0.34
62,000995,DB하이텍1우,20200709,75900,76000,71000,73800,3897,-2.12
63,001020,페이퍼코리아,20200709,1525,1530,1450,1500,619551,-1.64
64,001040,CJ,20200709,87700,89100,87700,88400,83498,+0.91
65,001045,CJ우,20200709,45150,46350,45050,45700,13668,+1.33
66,00104K,CJ4우(전환),20200709,59500,60200,59500,60000,10591,+0.84
67,001060,JW중외제약,20200709,33450,33950,33000,33300,316506,+0.30
68,001065,JW중외제약우,20200709,46600,49700,44200,45200,44379,-1.31
69,001067,JW중외제약2우B,20200709,52700,56000,52600,52800,12072,-0.94
70,001070,대한방직,20200709,24150,24850,23750,24450,11298,+2.95
71,001080,만호제강,20200709,14550,14750,14400,14700,2317,+1.73
72,001120,LG상사,20200709,15000,15100,14750,14850,225911,0.00
73,001130,대한제분,20200709,165000,167000,164000,164000,7225,0.00
74,001140,국보,20200709,2165,2630,2000,2130,15601591,-0.93
75,001200,유진투자증권,20200709,2910,2930,2870,2905,222951,+0.17
76,001210,금호전기,20200709,3610,3775,3585,3720,71993,+3.33
77,001230,동국제강,20200709,5730,5870,5710,5830,721875,+1.39
78,001250,GS글로벌,20200709,1670,1685,1665,1670,192872,+0.30
79,001260,남광토건,20200709,10900,10900,10650,10700,39940,-0.47
80,001270,부국증권,20200709,18600,18800,18550,18600,798,+0.54
81,001275,부국증권우,20200709,17550,17550,17300,17450,507,-0.85
82,001290,상상인증권,20200709,1030,1045,1020,1045,102760,+0.48
83,001340,백광산업,20200709,2755,2790,2720,2730,753381,-1.27
84,001360,삼성제약,20200709,3930,3945,3840,3855,1023718,-1.78
